Contig1	77788	77790	Contig1	maker	gene	74421	78081	.	+	.	ID=OLUR_00000201;Name=OLUR_00000201;Alias=maker-Contig1-snap-gene-0.12;Note=Protein of unknown function;Dbxref=CDD:cd00033,Gene3D:G3DSA:2.10.70.10,InterPro:IPR000436,InterPro:IPR035976,MobiDBLite:mobidb-lite,Pfam:PF00084,ProSiteProfiles:PS50923,SMART:SM00032,SUPERFAMILY:SSF57535;
Contig1	77944	77946	Contig1	maker	gene	74421	78081	.	+	.	ID=OLUR_00000201;Name=OLUR_00000201;Alias=maker-Contig1-snap-gene-0.12;Note=Protein of unknown function;Dbxref=CDD:cd00033,Gene3D:G3DSA:2.10.70.10,InterPro:IPR000436,InterPro:IPR035976,MobiDBLite:mobidb-lite,Pfam:PF00084,ProSiteProfiles:PS50923,SMART:SM00032,SUPERFAMILY:SSF57535;
Contig1	77947	77949	Contig1	maker	gene	74421	78081	.	+	.	ID=OLUR_00000201;Name=OLUR_00000201;Alias=maker-Contig1-snap-gene-0.12;Note=Protein of unknown function;Dbxref=CDD:cd00033,Gene3D:G3DSA:2.10.70.10,InterPro:IPR000436,InterPro:IPR035976,MobiDBLite:mobidb-lite,Pfam:PF00084,ProSiteProfiles:PS50923,SMART:SM00032,SUPERFAMILY:SSF57535;
Contig5	120303	120305	Contig5	maker	gene	115954	121666	.	-	.	ID=OLUR_00000022;Name=OLUR_00000022;Alias=maker-Contig5-snap-gene-0.11;Note=Similar to Cbr3: Carbonyl reductase [NADPH] 3 (Mus musculus OX%3D10090);Dbxref=CDD:cd00637,Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:1.20.120.10,Gene3D:G3DSA:3.40.50.720,InterPro:IPR000276,InterPro:IPR002347,InterPro:IPR017452,InterPro:IPR036291,MobiDBLite:mobidb-lite,PRINTS:PR00081,Pfam:PF00001,Pfam:PF00106,ProSitePatterns:PS00237,ProSiteProfiles:PS50262,SUPERFAMILY:SSF51735,SUPERFAMILY:SSF81321;Ontology_term=GO:0004930,GO:0007186,GO:0016021;
Contig9	17584	17586	Contig9	maker	gene	17506	29298	.	-	.	ID=OLUR_00000051;Name=OLUR_00000051;Alias=snap_masked-Contig9-processed-gene-0.8;Note=Similar to ARB_02478: Uncharacterized FAD-linked oxidoreductase ARB_02478 (Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) OX%3D663331);Dbxref=Coils:Coil,Gene3D:G3DSA:3.30.465.40,Gene3D:G3DSA:3.40.462.20,InterPro:IPR006094,InterPro:IPR012951,InterPro:IPR016166,InterPro:IPR036318,Pfam:PF01565,Pfam:PF08031,ProSiteProfiles:PS51387,SUPERFAMILY:SSF56176;Ontology_term=GO:0016491,GO:0050660,GO:0055114,GO:0071949;
Contig11	21260	21262	Contig11	maker	gene	1310	44900	.	+	.	ID=OLUR_00000362;Name=OLUR_00000362;Alias=maker-Contig11-snap-gene-0.8;Note=Similar to Aff1: AF4/FMR2 family member 1 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,InterPro:IPR007797,MobiDBLite:mobidb-lite,Pfam:PF05110;
Contig38	55825	55827	Contig38	maker	gene	47081	56921	.	+	.	ID=OLUR_00000266;Name=OLUR_00000266;Alias=maker-Contig38-snap-gene-0.13;Note=Similar to Tsnax: Translin-associated protein X (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd14820,Coils:Coil,Gene3D:G3DSA:1.20.58.190,Gene3D:G3DSA:1.20.58.200,InterPro:IPR002848,InterPro:IPR016068,InterPro:IPR016069,InterPro:IPR036081,Pfam:PF01997,SUPERFAMILY:SSF74784;Ontology_term=GO:0043565;
Contig38	55862	55864	Contig38	maker	gene	47081	56921	.	+	.	ID=OLUR_00000266;Name=OLUR_00000266;Alias=maker-Contig38-snap-gene-0.13;Note=Similar to Tsnax: Translin-associated protein X (Rattus norvegicus OX%3D10116);Dbxref=CDD:cd14820,Coils:Coil,Gene3D:G3DSA:1.20.58.190,Gene3D:G3DSA:1.20.58.200,InterPro:IPR002848,InterPro:IPR016068,InterPro:IPR016069,InterPro:IPR036081,Pfam:PF01997,SUPERFAMILY:SSF74784;Ontology_term=GO:0043565;
Contig54	27961	27963	Contig54	maker	gene	27816	40279	.	-	.	ID=OLUR_00000639;Name=OLUR_00000639;Alias=maker-Contig54-snap-gene-0.9;Note=Similar to DUSP4: Dual specificity protein phosphatase 4 (Gallus gallus OX%3D9031);Dbxref=CDD:cd00127,CDD:cd01446,Gene3D:G3DSA:3.40.250.10,Gene3D:G3DSA:3.90.190.10,InterPro:IPR000340,InterPro:IPR000387,InterPro:IPR001763,InterPro:IPR003595,InterPro:IPR008343,InterPro:IPR016130,InterPro:IPR020417,InterPro:IPR020422,InterPro:IPR029021,InterPro:IPR036873,PRINTS:PR01764,PRINTS:PR01908,Pfam:PF00581,Pfam:PF00782,ProSitePatterns:PS00383,ProSiteProfiles:PS50054,ProSiteProfiles:PS50056,ProSiteProfiles:PS50206,SMART:SM00195,SMART:SM00404,SUPERFAMILY:SSF52799,SUPERFAMILY:SSF52821;Ontology_term=GO:0004725,GO:0006470,GO:0008138,GO:0016311,GO:0016791,GO:0017017;
Contig58	19743	19745	Contig58	maker	gene	1882	22798	.	+	.	ID=OLUR_00002052;Name=OLUR_00002052;Alias=snap_masked-Contig58-processed-gene-0.0;Note=Protein of unknown function;Dbxref=Coils:Coil,Gene3D:G3DSA:2.120.10.30,Gene3D:G3DSA:3.30.40.200,InterPro:IPR000315,InterPro:IPR011042,MobiDBLite:mobidb-lite,Pfam:PF00643,ProSiteProfiles:PS50119,SUPERFAMILY:SSF57845,SUPERFAMILY:SSF63829;Ontology_term=GO:0005622,GO:0008270;
