Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0070330~aromatase activity	10	21.73913043478261	1.694642100772299E-11	P24461, P11714, Q9CX98, P24470, Q64583, P10632, Q7Z449, P00178, Q0IIF9, P52786	46	58	8197	30.723388305847077	3.084252853113867E-9	3.084248623405584E-9	2.9147844133283545E-9
GOTERM_MF_DIRECT	GO:0020037~heme binding	12	26.08695652173913	1.0107756267352645E-10	P24461, O70595, P11714, Q9CX98, P24470, Q64583, P10632, Q7Z449, P00178, Q0IIF9, Q6NT55, P52786	46	135	8197	15.839613526570048	1.839612129295176E-8	9.198058203290908E-9	8.692670389923275E-9
GOTERM_MF_DIRECT	GO:0005506~iron ion binding	11	23.91304347826087	2.546283962590339E-9	P24461, P11714, Q9CX98, P24470, Q64583, P10632, Q7Z449, P00178, Q0IIF9, Q6NT55, P52786	46	138	8197	14.204001260239448	4.6342357418183155E-7	1.5447456039714723E-7	1.4598694718851278E-7
GOTERM_MF_DIRECT	GO:0008395~steroid hydroxylase activity	7	15.217391304347828	2.7921154416049245E-8	P11714, Q9CX98, P24470, Q64583, P10632, Q7Z449, Q0IIF9	46	35	8197	35.639130434782615	5.0816372580975155E-6	1.2704125259302405E-6	1.2006096398901176E-6
GOTERM_MF_DIRECT	GO:0016712~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	6	13.043478260869565	2.39516224073678E-7	P11714, Q9CX98, Q64583, Q7Z449, P00178, Q0IIF9	46	26	8197	41.12207357859532	4.359100788686732E-5	8.718390556281878E-6	8.239358108134523E-6
GOTERM_MF_DIRECT	GO:0004497~monooxygenase activity	7	15.217391304347828	2.506445797633596E-6	F1QH17, P11714, Q9CX98, P24470, P10632, Q7Z449, Q6NT55	46	73	8197	17.087254318046458	4.560696754408733E-4	7.602885586155242E-5	7.185144619882976E-5
GOTERM_MF_DIRECT	GO:0050610~methylarsonate reductase activity	3	6.521739130434782	8.810645047050602E-5	Q9Z339, P34277, P78417	46	3	8197	178.19565217391303	0.015908187047998568	0.0022907677122331565	0.002164901354418148
GOTERM_MF_DIRECT	GO:0045174~glutathione dehydrogenase (ascorbate) activity	3	6.521739130434782	1.7559671039565845E-4	Q9Z339, P34277, P78417	46	4	8197	133.64673913043478	0.03145604014140235	0.0034716608847009493	0.0032809102866404576
GOTERM_MF_DIRECT	GO:0016705~oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	10.869565217391305	1.9075059806049173E-4	P11714, Q9CX98, P24470, P10632, Q6NT55	46	53	8197	16.810910582444624	0.03412409946283401	0.0034716608847009493	0.0032809102866404576
GOTERM_MF_DIRECT	GO:0042626~ATPase activity, coupled to transmembrane movement of substances	5	10.869565217391305	1.9075059806049173E-4	P10090, O70595, P08183, P21440, Q99758	46	53	8197	16.810910582444624	0.03412409946283401	0.0034716608847009493	0.0032809102866404576
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	8	17.391304347826086	2.1069443769844965E-4	Q9Z339, F1QH17, P11714, Q9CX98, G5EC63, P34277, P78417, Q9R0H0	46	227	8197	6.280022984102662	0.03762436149285886	0.003486035241919804	0.0032944948440121217
GOTERM_MF_DIRECT	GO:0005504~fatty acid binding	3	6.521739130434782	6.081680900689989E-4	Q03181, P48035, Q9R0H0	46	7	8197	76.3695652173913	0.10481086953083607	0.009223882699379815	0.00871707595765565
