Contig0	101664	101666	Contig0	maker	gene	95722	104318	.	+	.	ID=OLUR_00000040;Name=OLUR_00000040;Alias=maker-Contig0-snap-gene-0.9;Note=Similar to SSB: Lupus La protein homolog (Bos taurus OX%3D9913);Dbxref=CDD:cd12291,Gene3D:G3DSA:1.10.10.10,Gene3D:G3DSA:3.30.70.330,InterPro:IPR000504,InterPro:IPR002344,InterPro:IPR006630,InterPro:IPR012677,InterPro:IPR014886,InterPro:IPR035979,InterPro:IPR036388,InterPro:IPR036390,MobiDBLite:mobidb-lite,PRINTS:PR00302,Pfam:PF00076,Pfam:PF05383,Pfam:PF08777,ProSiteProfiles:PS50102,ProSiteProfiles:PS50961,SMART:SM00360,SMART:SM00715,SUPERFAMILY:SSF46785,SUPERFAMILY:SSF54928;Ontology_term=GO:0003676,GO:0003723,GO:0005634,GO:0006396,GO:1990904;
Contig1	45976	45978	Contig1	maker	gene	33348	47451	.	-	.	ID=OLUR_00000199;Name=OLUR_00000199;Alias=maker-Contig1-snap-gene-0.13;Note=Similar to CAMKK1: Calcium/calmodulin-dependent protein kinase kinase 1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR011009,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;
Contig1	45976	45978	Contig1	maker	gene	37655	62707	.	+	.	ID=OLUR_00000200;Name=OLUR_00000200;Alias=maker-Contig1-snap-gene-0.11;Note=Similar to PTH1R: Parathyroid hormone/parathyroid hormone-related peptide receptor (Didelphis virginiana OX%3D9267);Dbxref=Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:4.10.1240.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,InterPro:IPR036445,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;
Contig1	45993	45995	Contig1	maker	gene	33348	47451	.	-	.	ID=OLUR_00000199;Name=OLUR_00000199;Alias=maker-Contig1-snap-gene-0.13;Note=Similar to CAMKK1: Calcium/calmodulin-dependent protein kinase kinase 1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR011009,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;
Contig1	45993	45995	Contig1	maker	gene	37655	62707	.	+	.	ID=OLUR_00000200;Name=OLUR_00000200;Alias=maker-Contig1-snap-gene-0.11;Note=Similar to PTH1R: Parathyroid hormone/parathyroid hormone-related peptide receptor (Didelphis virginiana OX%3D9267);Dbxref=Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:4.10.1240.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,InterPro:IPR036445,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;
Contig1	62646	62648	Contig1	maker	gene	37655	62707	.	+	.	ID=OLUR_00000200;Name=OLUR_00000200;Alias=maker-Contig1-snap-gene-0.11;Note=Similar to PTH1R: Parathyroid hormone/parathyroid hormone-related peptide receptor (Didelphis virginiana OX%3D9267);Dbxref=Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:4.10.1240.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,InterPro:IPR036445,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;
Contig5	25627	25629	Contig5	maker	gene	24122	40402	.	+	.	ID=OLUR_00000017;Name=OLUR_00000017;Alias=maker-Contig5-snap-gene-0.6;Note=Similar to RNF38: E3 ubiquitin-protein ligase RNF38 (Homo sapiens OX%3D9606);Dbxref=CDD:cd16454,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,MobiDBLite:mobidb-lite,Pfam:PF13639,ProSiteProfiles:PS50089,SMART:SM00184,SUPERFAMILY:SSF57850;
Contig5	39005	39007	Contig5	maker	gene	24122	40402	.	+	.	ID=OLUR_00000017;Name=OLUR_00000017;Alias=maker-Contig5-snap-gene-0.6;Note=Similar to RNF38: E3 ubiquitin-protein ligase RNF38 (Homo sapiens OX%3D9606);Dbxref=CDD:cd16454,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,MobiDBLite:mobidb-lite,Pfam:PF13639,ProSiteProfiles:PS50089,SMART:SM00184,SUPERFAMILY:SSF57850;
Contig6	15074	15076	Contig6	maker	gene	4456	31941	.	+	.	ID=OLUR_00000137;Name=OLUR_00000137;Alias=maker-Contig6-snap-gene-0.7;Note=Similar to CCDC87: Coiled-coil domain-containing protein 87 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.58.1520,MobiDBLite:mobidb-lite;
Contig6	15074	15076	Contig6	maker	gene	75	41786	.	-	.	ID=OLUR_00000136;Name=OLUR_00000136;Alias=maker-Contig6-snap-gene-0.9;Note=Similar to TRMO: tRNA (adenine(37)-N6)-methyltransferase (Homo sapiens OX%3D9606);Dbxref=CDD:cd09281,Gene3D:G3DSA:2.40.30.70,InterPro:IPR023370,InterPro:IPR036413,InterPro:IPR036414,MobiDBLite:mobidb-lite,Pfam:PF01980,ProSiteProfiles:PS51668,SUPERFAMILY:SSF118196;
