Contig1	45993	45995	Contig1	maker	gene	33348	47451	.	-	.	ID=OLUR_00000199;Name=OLUR_00000199;Alias=maker-Contig1-snap-gene-0.13;Note=Similar to CAMKK1: Calcium/calmodulin-dependent protein kinase kinase 1 (Homo sapiens OX%3D9606);Dbxref=Gene3D:G3DSA:1.10.510.10,InterPro:IPR000719,InterPro:IPR011009,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;
Contig1	45993	45995	Contig1	maker	gene	37655	62707	.	+	.	ID=OLUR_00000200;Name=OLUR_00000200;Alias=maker-Contig1-snap-gene-0.11;Note=Similar to PTH1R: Parathyroid hormone/parathyroid hormone-related peptide receptor (Didelphis virginiana OX%3D9267);Dbxref=Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:4.10.1240.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,InterPro:IPR036445,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;
Contig1	62646	62648	Contig1	maker	gene	37655	62707	.	+	.	ID=OLUR_00000200;Name=OLUR_00000200;Alias=maker-Contig1-snap-gene-0.11;Note=Similar to PTH1R: Parathyroid hormone/parathyroid hormone-related peptide receptor (Didelphis virginiana OX%3D9267);Dbxref=Gene3D:G3DSA:1.20.1070.10,Gene3D:G3DSA:4.10.1240.10,InterPro:IPR000832,InterPro:IPR017981,InterPro:IPR017983,InterPro:IPR036445,MobiDBLite:mobidb-lite,PRINTS:PR00249,Pfam:PF00002,ProSitePatterns:PS00650,ProSiteProfiles:PS50261;Ontology_term=GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016020,GO:0016021;
Contig5	25627	25629	Contig5	maker	gene	24122	40402	.	+	.	ID=OLUR_00000017;Name=OLUR_00000017;Alias=maker-Contig5-snap-gene-0.6;Note=Similar to RNF38: E3 ubiquitin-protein ligase RNF38 (Homo sapiens OX%3D9606);Dbxref=CDD:cd16454,Gene3D:G3DSA:3.30.40.10,InterPro:IPR001841,InterPro:IPR013083,MobiDBLite:mobidb-lite,Pfam:PF13639,ProSiteProfiles:PS50089,SMART:SM00184,SUPERFAMILY:SSF57850;
Contig6	15074	15076	Contig6	maker	gene	4456	31941	.	+	.	ID=OLUR_00000137;Name=OLUR_00000137;Alias=maker-Contig6-snap-gene-0.7;Note=Similar to CCDC87: Coiled-coil domain-containing protein 87 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.58.1520,MobiDBLite:mobidb-lite;
Contig6	15074	15076	Contig6	maker	gene	75	41786	.	-	.	ID=OLUR_00000136;Name=OLUR_00000136;Alias=maker-Contig6-snap-gene-0.9;Note=Similar to TRMO: tRNA (adenine(37)-N6)-methyltransferase (Homo sapiens OX%3D9606);Dbxref=CDD:cd09281,Gene3D:G3DSA:2.40.30.70,InterPro:IPR023370,InterPro:IPR036413,InterPro:IPR036414,MobiDBLite:mobidb-lite,Pfam:PF01980,ProSiteProfiles:PS51668,SUPERFAMILY:SSF118196;
Contig6	15083	15085	Contig6	maker	gene	4456	31941	.	+	.	ID=OLUR_00000137;Name=OLUR_00000137;Alias=maker-Contig6-snap-gene-0.7;Note=Similar to CCDC87: Coiled-coil domain-containing protein 87 (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.20.58.1520,MobiDBLite:mobidb-lite;
Contig6	15083	15085	Contig6	maker	gene	75	41786	.	-	.	ID=OLUR_00000136;Name=OLUR_00000136;Alias=maker-Contig6-snap-gene-0.9;Note=Similar to TRMO: tRNA (adenine(37)-N6)-methyltransferase (Homo sapiens OX%3D9606);Dbxref=CDD:cd09281,Gene3D:G3DSA:2.40.30.70,InterPro:IPR023370,InterPro:IPR036413,InterPro:IPR036414,MobiDBLite:mobidb-lite,Pfam:PF01980,ProSiteProfiles:PS51668,SUPERFAMILY:SSF118196;
Contig6	68576	68578	Contig6	maker	gene	46819	84426	.	-	.	ID=OLUR_00000139;Name=OLUR_00000139;Alias=maker-Contig6-snap-gene-0.10;Note=Similar to MIB2: E3 ubiquitin-protein ligase MIB2 (Gallus gallus OX%3D9031);Dbxref=CDD:cd00204,CDD:cd01439,Gene3D:G3DSA:1.25.40.20,Gene3D:G3DSA:2.30.30.920,Gene3D:G3DSA:3.30.60.90,Gene3D:G3DSA:3.90.228.10,InterPro:IPR000433,InterPro:IPR002110,InterPro:IPR010606,InterPro:IPR012317,InterPro:IPR020683,InterPro:IPR036770,InterPro:IPR037252,Pfam:PF00569,Pfam:PF00644,Pfam:PF06701,Pfam:PF12796,ProSitePatterns:PS01357,ProSiteProfiles:PS50088,ProSiteProfiles:PS50135,ProSiteProfiles:PS50297,ProSiteProfiles:PS51059,ProSiteProfiles:PS51416,SMART:SM00248,SMART:SM00291,SUPERFAMILY:SSF159034,SUPERFAMILY:SSF48403,SUPERFAMILY:SSF56399,SUPERFAMILY:SSF57850;Ontology_term=GO:0003950,GO:0004842,GO:0005515,GO:0008270,GO:0016567,GO:0046872;
Contig11	21248	21250	Contig11	maker	gene	1310	44900	.	+	.	ID=OLUR_00000362;Name=OLUR_00000362;Alias=maker-Contig11-snap-gene-0.8;Note=Similar to Aff1: AF4/FMR2 family member 1 (Mus musculus OX%3D10090);Dbxref=Coils:Coil,InterPro:IPR007797,MobiDBLite:mobidb-lite,Pfam:PF05110;
Contig13	12006	12008	Contig13	maker	gene	8846	61081	.	-	.	ID=OLUR_00000231;Name=OLUR_00000231;Alias=snap_masked-Contig13-processed-gene-0.3;Note=Similar to Insulin-like peptide receptor (Branchiostoma lanceolatum OX%3D7740);Dbxref=CDD:cd00063,CDD:cd00064,Coils:Coil,Gene3D:G3DSA:2.10.220.10,Gene3D:G3DSA:2.60.40.10,Gene3D:G3DSA:3.80.20.20,InterPro:IPR000494,InterPro:IPR003961,InterPro:IPR006211,InterPro:IPR006212,InterPro:IPR009030,InterPro:IPR013783,InterPro:IPR036116,InterPro:IPR036941,Pfam:PF00757,Pfam:PF01030,SMART:SM00261,SUPERFAMILY:SSF49265,SUPERFAMILY:SSF52058,SUPERFAMILY:SSF57184;Ontology_term=GO:0004714,GO:0005515,GO:0005524,GO:0006468,GO:0007169,GO:0016020;
Contig13	27815	27817	Contig13	maker	gene	8846	61081	.	-	.	ID=OLUR_00000231;Name=OLUR_00000231;Alias=snap_masked-Contig13-processed-gene-0.3;Note=Similar to Insulin-like peptide receptor (Branchiostoma lanceolatum OX%3D7740);Dbxref=CDD:cd00063,CDD:cd00064,Coils:Coil,Gene3D:G3DSA:2.10.220.10,Gene3D:G3DSA:2.60.40.10,Gene3D:G3DSA:3.80.20.20,InterPro:IPR000494,InterPro:IPR003961,InterPro:IPR006211,InterPro:IPR006212,InterPro:IPR009030,InterPro:IPR013783,InterPro:IPR036116,InterPro:IPR036941,Pfam:PF00757,Pfam:PF01030,SMART:SM00261,SUPERFAMILY:SSF49265,SUPERFAMILY:SSF52058,SUPERFAMILY:SSF57184;Ontology_term=GO:0004714,GO:0005515,GO:0005524,GO:0006468,GO:0007169,GO:0016020;
Contig16	50478	50480	Contig16	maker	gene	24447	67024	.	-	.	ID=OLUR_00000207;Name=OLUR_00000207;Alias=maker-Contig16-snap-gene-0.14;Note=Similar to unc-51: Serine/threonine-protein kinase unc-51 (Caenorhabditis elegans OX%3D6239);Dbxref=CDD:cd14120,Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:3.30.200.20,InterPro:IPR000719,InterPro:IPR008271,InterPro:IPR011009,InterPro:IPR017441,MobiDBLite:mobidb-lite,Pfam:PF00069,ProSitePatterns:PS00107,ProSitePatterns:PS00108,ProSiteProfiles:PS50011,SMART:SM00220,SUPERFAMILY:SSF56112;Ontology_term=GO:0004672,GO:0005524,GO:0006468;
Contig20	50924	50926	Contig20	maker	gene	49978	53254	.	-	.	ID=OLUR_00001324;Name=OLUR_00001324;Alias=maker-Contig20-snap-gene-0.7;Note=Similar to KNOP1: Lysine-rich nucleolar protein 1 (Bos taurus OX%3D9913);Dbxref=Coils:Coil,InterPro:IPR028124,MobiDBLite:mobidb-lite,Pfam:PF15477;
Contig30	24279	24281	Contig30	maker	gene	9986	43519	.	-	.	ID=OLUR_00002099;Name=OLUR_00002099;Alias=maker-Contig30-snap-gene-0.4;Note=Similar to PRKC2: Calcium-independent protein kinase C (Aplysia californica OX%3D6500);Dbxref=CDD:cd00029,CDD:cd04014,Gene3D:G3DSA:1.10.510.10,Gene3D:G3DSA:2.60.40.150,Gene3D:G3DSA:3.30.60.20,InterPro:IPR000008,InterPro:IPR000961,InterPro:IPR002219,InterPro:IPR020454,InterPro:IPR035892,MobiDBLite:mobidb-lite,PRINTS:PR00008,Pfam:PF00130,Pfam:PF00168,ProSitePatterns:PS00479,ProSiteProfiles:PS50004,ProSiteProfiles:PS50081,ProSiteProfiles:PS51285,SMART:SM00109,SMART:SM00239,SUPERFAMILY:SSF49562,SUPERFAMILY:SSF57889;Ontology_term=GO:0004674,GO:0005524,GO:0006468,GO:0035556;
Contig38	64593	64595	Contig38	maker	gene	59109	80439	.	-	.	ID=OLUR_00000267;Name=OLUR_00000267;Alias=maker-Contig38-snap-gene-0.14;Note=Similar to KIF16B: Kinesin-like protein KIF16B (Homo sapiens OX%3D9606);Dbxref=CDD:cd00060,Coils:Coil,Gene3D:G3DSA:2.60.200.20,Gene3D:G3DSA:3.30.1520.10,Gene3D:G3DSA:3.40.850.10,InterPro:IPR000253,InterPro:IPR001683,InterPro:IPR001752,InterPro:IPR008984,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR036871,InterPro:IPR036961,MobiDBLite:mobidb-lite,PRINTS:PR00380,Pfam:PF00225,Pfam:PF00498,Pfam:PF00787,ProSitePatterns:PS00411,ProSiteProfiles:PS50067,ProSiteProfiles:PS50195,SMART:SM00129,SMART:SM00312,SUPERFAMILY:SSF49879,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF64268;Ontology_term=GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:0035091;
Contig38	67647	67649	Contig38	maker	gene	59109	80439	.	-	.	ID=OLUR_00000267;Name=OLUR_00000267;Alias=maker-Contig38-snap-gene-0.14;Note=Similar to KIF16B: Kinesin-like protein KIF16B (Homo sapiens OX%3D9606);Dbxref=CDD:cd00060,Coils:Coil,Gene3D:G3DSA:2.60.200.20,Gene3D:G3DSA:3.30.1520.10,Gene3D:G3DSA:3.40.850.10,InterPro:IPR000253,InterPro:IPR001683,InterPro:IPR001752,InterPro:IPR008984,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR036871,InterPro:IPR036961,MobiDBLite:mobidb-lite,PRINTS:PR00380,Pfam:PF00225,Pfam:PF00498,Pfam:PF00787,ProSitePatterns:PS00411,ProSiteProfiles:PS50067,ProSiteProfiles:PS50195,SMART:SM00129,SMART:SM00312,SUPERFAMILY:SSF49879,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF64268;Ontology_term=GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:0035091;
Contig38	67650	67652	Contig38	maker	gene	59109	80439	.	-	.	ID=OLUR_00000267;Name=OLUR_00000267;Alias=maker-Contig38-snap-gene-0.14;Note=Similar to KIF16B: Kinesin-like protein KIF16B (Homo sapiens OX%3D9606);Dbxref=CDD:cd00060,Coils:Coil,Gene3D:G3DSA:2.60.200.20,Gene3D:G3DSA:3.30.1520.10,Gene3D:G3DSA:3.40.850.10,InterPro:IPR000253,InterPro:IPR001683,InterPro:IPR001752,InterPro:IPR008984,InterPro:IPR019821,InterPro:IPR027417,InterPro:IPR036871,InterPro:IPR036961,MobiDBLite:mobidb-lite,PRINTS:PR00380,Pfam:PF00225,Pfam:PF00498,Pfam:PF00787,ProSitePatterns:PS00411,ProSiteProfiles:PS50067,ProSiteProfiles:PS50195,SMART:SM00129,SMART:SM00312,SUPERFAMILY:SSF49879,SUPERFAMILY:SSF52540,SUPERFAMILY:SSF64268;Ontology_term=GO:0003777,GO:0005515,GO:0005524,GO:0007018,GO:0008017,GO:0035091;
Contig40	22177	22179	Contig40	maker	gene	18589	30609	.	-	.	ID=OLUR_00000592;Name=OLUR_00000592;Alias=maker-Contig40-snap-gene-0.5;Note=Similar to PHYHIP: Phytanoyl-CoA hydroxylase-interacting protein (Bos taurus OX%3D9913);
Contig40	22238	22240	Contig40	maker	gene	18589	30609	.	-	.	ID=OLUR_00000592;Name=OLUR_00000592;Alias=maker-Contig40-snap-gene-0.5;Note=Similar to PHYHIP: Phytanoyl-CoA hydroxylase-interacting protein (Bos taurus OX%3D9913);
Contig42	30273	30275	Contig42	maker	gene	10686	61623	.	+	.	ID=OLUR_00000627;Name=OLUR_00000627;Alias=maker-Contig42-snap-gene-0.3;Note=Similar to Loxhd1: Lipoxygenase homology domain-containing protein 1 (Mus musculus OX%3D10090);Dbxref=CDD:cd01756,Coils:Coil,Gene3D:G3DSA:2.40.180.10,Gene3D:G3DSA:2.60.60.20,InterPro:IPR001024,InterPro:IPR036392,InterPro:IPR037060,MobiDBLite:mobidb-lite,Pfam:PF01477,ProSiteProfiles:PS50095,SMART:SM00308,SUPERFAMILY:SSF49723;Ontology_term=GO:0004096,GO:0005515,GO:0020037,GO:0055114;
Contig48	29953	29955	Contig48	maker	gene	18065	55913	.	-	.	ID=OLUR_00001289;Name=OLUR_00001289;Alias=maker-Contig48-snap-gene-0.14;Note=Similar to DGKH: Diacylglycerol kinase eta (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,Gene3D:G3DSA:1.10.150.50,Gene3D:G3DSA:2.60.200.40,InterPro:IPR000756,InterPro:IPR001660,InterPro:IPR013761,InterPro:IPR016064,MobiDBLite:mobidb-lite,Pfam:PF00536,Pfam:PF00609,ProSiteProfiles:PS50105,SMART:SM00045,SMART:SM00454,SUPERFAMILY:SSF111331,SUPERFAMILY:SSF47769;Ontology_term=GO:0004143,GO:0005515,GO:0007205;
Contig50	4712	4714	Contig50	maker	gene	3620	28093	.	+	.	ID=OLUR_00002832;Name=OLUR_00002832;Alias=maker-Contig50-snap-gene-0.4;Note=Similar to SUCO: SUN domain-containing ossification factor (Homo sapiens OX%3D9606);Dbxref=Coils:Coil,InterPro:IPR012919,MobiDBLite:mobidb-lite,Pfam:PF07738,ProSiteProfiles:PS51469;
Contig54	55107	55109	Contig54	maker	gene	34889	56167	.	+	.	ID=OLUR_00000640;Name=OLUR_00000640;Alias=maker-Contig54-snap-gene-0.8;Note=Similar to Lmf1: Lipase maturation factor 1 (Mus musculus OX%3D10090);Dbxref=InterPro:IPR009613,MobiDBLite:mobidb-lite,Pfam:PF06762;
Contig54	55123	55125	Contig54	maker	gene	34889	56167	.	+	.	ID=OLUR_00000640;Name=OLUR_00000640;Alias=maker-Contig54-snap-gene-0.8;Note=Similar to Lmf1: Lipase maturation factor 1 (Mus musculus OX%3D10090);Dbxref=InterPro:IPR009613,MobiDBLite:mobidb-lite,Pfam:PF06762;
Contig60	1062	1064	Contig60	maker	gene	1031	6217	.	-	.	ID=OLUR_00001891;Name=OLUR_00001891;Alias=maker-Contig60-snap-gene-0.5;Note=Protein of unknown function;Dbxref=MobiDBLite:mobidb-lite;
